"Stn","year","month","day","Tg","Tn","Tx"
4,1952,3,5,62,45,87
4,1952,3,6,21,-6,54
4,1952,3,7,6,-22,55
4,1952,3,8,8,-30,42
4,1952,3,9,50,5,102
4,1952,3,10,60,44,77
4,1952,3,11,51,27,92
4,1952,3,12,43,15,68
4,1952,3,13,30,-9,65
4,1952,3,14,5,-52,60
4,1952,3,15,17,-46,86
4,1952,3,16,49,-30,134
4,1952,3,17,66,26,134
4,1952,3,18,37,-5,90
4,1952,3,19,54,8,118
4,1952,3,20,44,4,80
4,1952,3,21,42,23,56
4,1952,3,22,58,22,114
4,1952,3,23,49,11,95
4,1952,3,24,59,11,99
4,1952,3,25,43,22,74
4,1952,3,26,2,-22,22
4,1952,3,27,-9,-51,38
4,1952,3,28,-16,-50,18
4,1952,3,29,-9,-29,16
4,1952,3,30,-15,-27,1
4,1952,3,31,-3,-20,14
4,1952,4,1,10,-32,52
4,1952,4,2,19,-32,73
4,1952,4,3,31,-15,77
4,1952,4,4,65,19,112
4,1952,4,5,52,-8,106
4,1952,4,6,77,5,147
4,1952,4,7,89,22,118
4,1952,4,8,71,6,120
4,1952,4,9,130,73,189
4,1952,4,10,150,98,215
4,1952,4,11,141,76,214
4,1952,4,12,131,74,202
4,1952,4,13,138,80,175
4,1952,4,14,114,40,192
4,1952,4,15,122,36,206
4,1952,4,16,107,55,180
4,1952,4,17,125,55,196
4,1952,4,18,127,40,218
4,1952,4,19,127,33,192
4,1952,4,20,98,30,137
4,1952,4,21,117,38,157
4,1952,4,22,102,52,137
4,1952,4,23,92,44,137
4,1952,4,24,89,34,149
4,1952,4,25,65,3,114
4,1952,4,26,70,38,102
4,1952,4,27,72,53,110
4,1952,4,28,79,40,123
4,1952,4,29,88,44,139
4,1952,4,30,124,21,221
4,1952,5,1,136,70,206
4,1952,5,2,130,61,191
4,1952,5,3,141,65,203
4,1952,5,4,137,89,195
4,1952,5,5,128,94,187
4,1952,5,6,147,82,206
4,1952,5,7,135,76,171
4,1952,5,8,131,56,189
4,1952,5,9,133,96,192
4,1952,5,10,125,74,177
4,1952,5,11,130,80,193
4,1952,5,12,110,49,154
4,1952,5,13,102,36,169
4,1952,5,14,122,29,194
4,1952,5,15,147,100,205
4,1952,5,16,129,66,180
4,1952,5,17,132,66,179
4,1952,5,18,135,78,198
4,1952,5,19,124,59,188
4,1952,5,20,86,13,131
4,1952,5,21,102,32,158
4,1952,5,22,104,25,160
4,1952,5,23,108,78,129
4,1952,5,24,109,87,130
4,1952,5,25,119,102,151
4,1952,5,26,110,88,135
4,1952,5,27,113,78,166
4,1952,5,28,110,32,149
4,1952,5,29,86,26,134
4,1952,5,30,98,22,150
4,1952,5,31,140,89,170
4,1952,6,1,164,125,219
4,1952,6,2,142,99,169
4,1952,6,3,121,57,168
4,1952,6,4,122,40,181
4,1952,6,5,171,80,240
4,1952,6,6,163,111,232
4,1952,6,7,118,57,157
4,1952,6,8,112,42,161
4,1952,6,9,117,65,164
4,1952,6,10,127,38,198
4,1952,6,11,136,104,163
4,1952,6,12,139,104,199
4,1952,6,13,178,93,248
4,1952,6,14,155,102,202
4,1952,6,15,97,67,120
4,1952,6,16,108,42,161
4,1952,6,17,152,48,221
4,1952,6,18,154,101,208
4,1952,6,19,119,67,159
4,1952,6,20,119,67,158
4,1952,6,21,127,104,160
4,1952,6,22,127,104,158
4,1952,6,23,118,84,158
4,1952,6,24,127,86,169
4,1952,6,25,135,110,172
4,1952,6,26,124,87,155
4,1952,6,27,153,68,229
4,1952,6,28,183,94,247
4,1952,6,29,205,133,276
4,1952,6,30,208,140,270
4,1952,7,1,212,132,278
4,1952,7,2,225,172,288
4,1952,7,3,147,119,172
4,1952,7,4,144,113,182
4,1952,7,5,191,130,238
4,1952,7,6,215,151,276
4,1952,7,7,207,145,266
4,1952,7,8,219,166,280
4,1952,7,9,172,158,185
4,1952,7,10,188,130,246
4,1952,7,11,183,123,235
4,1952,7,12,156,126,189
4,1952,7,13,155,130,187
4,1952,7,14,148,111,174
4,1952,7,15,130,86,167
4,1952,7,16,131,60,185
4,1952,7,17,135,100,163
4,1952,7,18,144,114,175
4,1952,7,19,160,121,188
4,1952,7,20,157,101,182
4,1952,7,21,158,83,217
4,1952,7,22,184,128,243
4,1952,7,23,144,124,166
4,1952,7,24,146,100,193
4,1952,7,25,151,100,180
4,1952,7,26,152,107,181
4,1952,7,27,132,90,189
4,1952,7,28,112,64,160
4,1952,7,29,129,104,179
4,1952,7,30,149,102,192
4,1952,7,31,170,119,224
4,1952,8,1,177,134,255
4,1952,8,2,181,124,235
4,1952,8,3,161,128,205
4,1952,8,4,159,114,208
4,1952,8,5,183,124,244
4,1952,8,6,178,129,230
4,1952,8,7,176,146,211
4,1952,8,8,168,142,207
4,1952,8,9,168,132,219
4,1952,8,10,161,132,190
4,1952,8,11,182,135,215
4,1952,8,12,210,164,266
4,1952,8,13,186,132,224
4,1952,8,14,170,110,220
4,1952,8,15,182,129,230
4,1952,8,16,166,124,222
4,1952,8,17,156,117,206
4,1952,8,18,154,111,200
4,1952,8,19,143,128,168
4,1952,8,20,149,132,172
4,1952,8,21,149,121,179
4,1952,8,22,135,99,171
4,1952,8,23,153,90,211
4,1952,8,24,161,120,200
4,1952,8,25,161,130,198
4,1952,8,26,148,104,190
4,1952,8,27,170,136,193
4,1952,8,28,149,89,186
4,1952,8,29,144,80,206
4,1952,8,30,155,68,214
4,1952,8,31,177,131,220
4,1952,9,1,169,123,208
4,1952,9,2,140,100,179
4,1952,9,3,124,94,168
4,1952,9,4,115,71,154
4,1952,9,5,107,59,158
4,1952,9,6,98,55,157
4,1952,9,7,96,30,156
4,1952,9,8,102,34,170
4,1952,9,9,105,40,152
4,1952,9,10,109,62,163
4,1952,9,11,104,51,166
4,1952,9,12,112,48,169
4,1952,9,13,119,81,161
4,1952,9,14,114,73,145
4,1952,9,15,127,80,176
4,1952,9,16,113,36,177
4,1952,9,17,95,32,149
4,1952,9,18,82,41,130
4,1952,9,19,73,39,118
4,1952,9,20,76,25,116
4,1952,9,21,102,81,130
4,1952,9,22,102,82,133
4,1952,9,23,142,105,159
4,1952,9,24,142,122,159
4,1952,9,25,121,97,139
4,1952,9,26,104,89,132
4,1952,9,27,99,64,138
4,1952,9,28,93,50,134
4,1952,9,29,87,50,126
4,1952,9,30,94,68,124
4,1952,10,1,111,81,153
4,1952,10,2,103,66,119
4,1952,10,3,86,46,121
4,1952,10,4,94,53,131
4,1952,10,5,82,40,124
4,1952,10,6,81,53,121
4,1952,10,7,91,55,122
4,1952,10,8,88,52,117
4,1952,10,9,96,67,115
4,1952,10,10,78,47,118
4,1952,10,11,73,30,118
4,1952,10,12,58,15,106
4,1952,10,13,43,3,75
4,1952,10,14,45,30,57
4,1952,10,15,61,50,75
4,1952,10,16,63,24,108
4,1952,10,17,73,52,114
4,1952,10,18,70,31,111
4,1952,10,19,39,20,69
4,1952,10,20,39,14,67
4,1952,10,21,35,8,61
4,1952,10,22,49,40,63
4,1952,10,23,87,48,131
4,1952,10,24,91,54,126
4,1952,10,25,106,73,136
4,1952,10,26,101,64,124
4,1952,10,27,92,48,131
4,1952,10,28,123,100,149
4,1952,10,29,116,82,141
4,1952,10,30,79,56,110
4,1952,10,31,69,25,109
4,1952,11,1,54,10,88
4,1952,11,2,71,52,106
4,1952,11,3,54,9,94
4,1952,11,4,65,9,104
4,1952,11,5,81,63,90
4,1952,11,6,73,43,89
4,1952,11,7,48,21,74
4,1952,11,8,48,23,75
4,1952,11,9,53,26,81
4,1952,11,10,62,43,88
4,1952,11,11,36,0,68
4,1952,11,12,28,-3,71
4,1952,11,13,25,0,50
4,1952,11,14,4,-21,27
4,1952,11,15,8,-25,37
4,1952,11,16,15,1,30
4,1952,11,17,-12,-34,1
4,1952,11,18,-5,-20,7
4,1952,11,19,32,7,43
4,1952,11,20,6,-11,38
4,1952,11,21,18,-12,36
4,1952,11,22,39,15,58
4,1952,11,23,35,6,66
4,1952,11,24,1,-27,25
4,1952,11,25,15,-12,45
4,1952,11,26,-33,-48,-12
4,1952,11,27,-22,-33,-10
4,1952,11,28,-13,-42,14
4,1952,11,29,-37,-60,-25
4,1952,11,30,-19,-38,-1
4,1952,12,1,-21,-42,-2
4,1952,12,2,-35,-77,20
4,1952,12,3,29,18,43
4,1952,12,4,9,-19,30
4,1952,12,5,24,-8,50
4,1952,12,6,0,-21,27
4,1952,12,7,16,-20,50
4,1952,12,8,-13,-31,0
4,1952,12,9,-22,-36,-5
4,1952,12,10,-24,-41,0
4,1952,12,11,4,-30,29
4,1952,12,12,30,9,47
4,1952,12,13,3,-4,10
4,1952,12,14,4,-1,8
4,1952,12,15,0,-17,9
4,1952,12,16,0,-8,8
4,1952,12,17,21,2,35
4,1952,12,18,6,-30,23
4,1952,12,19,-20,-46,3
4,1952,12,20,27,3,66
4,1952,12,21,37,26,55
4,1952,12,22,17,-15,35
4,1952,12,23,46,31,69
4,1952,12,24,65,28,90
4,1952,12,25,42,29,61
4,1952,12,26,45,22,60
4,1952,12,27,33,19,44
4,1952,12,28,11,-2,21
4,1952,12,29,12,-7,26
4,1952,12,30,-5,-15,10
4,1952,12,31,-15,-18,-9
4,1953,1,1,-18,-33,-9
4,1953,1,2,2,-31,24
4,1953,1,3,-21,-67,4
4,1953,1,4,-11,-35,1
4,1953,1,5,-35,-42,-27
4,1953,1,6,-28,-45,-19
4,1953,1,7,-23,-57,-7
4,1953,1,8,-23,-58,10
4,1953,1,9,5,-52,30
4,1953,1,10,13,-27,41
4,1953,1,11,-17,-46,16
4,1953,1,12,4,-2,8
4,1953,1,13,-11,-34,19
4,1953,1,14,-26,-29,-21
4,1953,1,15,-2,-24,10
4,1953,1,16,27,9,45
4,1953,1,17,26,8,43
4,1953,1,18,28,3,58
4,1953,1,19,45,6,68
4,1953,1,20,41,18,71
4,1953,1,21,34,14,52
4,1953,1,22,41,23,59
4,1953,1,23,31,24,44
4,1953,1,24,15,4,27
4,1953,1,25,11,1,20
4,1953,1,26,18,12,32
4,1953,1,27,54,9,73
4,1953,1,28,86,73,97
4,1953,1,29,77,63,91
4,1953,1,30,67,58,74
4,1953,1,31,48,3,88
4,1953,2,1,31,21,43
4,1953,2,2,9,-2,29
4,1953,2,3,-1,-13,6
4,1953,2,4,4,-24,23
4,1953,2,5,3,-10,20
4,1953,2,6,-34,-74,-10
4,1953,2,7,-70,-105,-45
4,1953,2,8,-84,-100,-63
4,1953,2,9,-14,-63,27
4,1953,2,10,10,0,21
4,1953,2,11,12,2,28
4,1953,2,12,-15,-30,2
4,1953,2,13,-29,-35,-17
4,1953,2,14,-65,-118,-35
4,1953,2,15,-44,-117,0
4,1953,2,16,-12,-41,12
4,1953,2,17,11,-31,32
4,1953,2,18,31,17,47
4,1953,2,19,54,42,77
4,1953,2,20,51,31,78
4,1953,2,21,67,52,96
4,1953,2,22,71,42,100
4,1953,2,23,66,42,82
4,1953,2,24,74,46,115
4,1953,2,25,66,15,110
4,1953,2,26,59,4,138
4,1953,2,27,34,-23,117
4,1953,2,28,11,-17,38
4,1953,3,1,0,-28,52
4,1953,3,2,-25,-54,12
4,1953,3,3,21,-34,58
4,1953,3,4,38,27,47
4,1953,3,5,52,33,68
4,1953,3,6,44,27,54
4,1953,3,7,43,1,64
4,1953,3,8,23,-22,68
4,1953,3,9,51,-1,89
4,1953,3,10,36,-8,78
4,1953,3,11,44,15,58
4,1953,3,12,37,11,56
4,1953,3,13,37,2,80
4,1953,3,14,30,0,87
4,1953,3,15,33,-29,104
4,1953,3,16,44,-14,117
4,1953,3,17,40,-10,108
4,1953,3,18,34,19,62
4,1953,3,19,58,2,132
4,1953,3,20,41,-12,117
4,1953,3,21,25,12,38
4,1953,3,22,22,11,39
4,1953,3,23,24,1,70
4,1953,3,24,53,-12,141
4,1953,3,25,70,-14,170
4,1953,3,26,86,13,186
4,1953,3,27,30,-18,62
4,1953,3,28,54,-8,100
4,1953,3,29,102,90,120
4,1953,3,30,87,44,136
4,1953,3,31,59,43,91
4,1953,4,1,63,25,91
4,1953,4,2,100,63,131
4,1953,4,3,92,76,137
4,1953,4,4,80,53,113
4,1953,4,5,70,26,120
4,1953,4,6,63,30,99
4,1953,4,7,51,6,86
4,1953,4,8,59,-4,119
4,1953,4,9,63,22,117
4,1953,4,10,56,19,106
4,1953,4,11,79,-10,155
4,1953,4,12,124,82,174
4,1953,4,13,79,33,109
4,1953,4,14,53,11,97
4,1953,4,15,58,44,84
4,1953,4,16,67,26,110
4,1953,4,17,90,53,129
4,1953,4,18,81,32,139
4,1953,4,19,60,23,101
4,1953,4,20,76,11,142
4,1953,4,21,89,19,163
4,1953,4,22,79,33,132
4,1953,4,23,93,38,159
4,1953,4,24,74,36,113
4,1953,4,25,74,35,112
4,1953,4,26,71,24,110
4,1953,4,27,113,53,196
4,1953,4,28,101,76,146
4,1953,4,29,78,48,115
4,1953,4,30,100,34,148
4,1953,5,1,132,67,207
4,1953,5,2,142,71,228
4,1953,5,3,127,72,198
4,1953,5,4,95,70,140
4,1953,5,5,86,70,105
4,1953,5,6,70,49,86
4,1953,5,7,83,45,130
4,1953,5,8,73,32,115
4,1953,5,9,73,32,100
4,1953,5,10,63,7,111
4,1953,5,11,71,21,105
4,1953,5,12,90,39,125
4,1953,5,13,104,66,147
4,1953,5,14,128,41,198
4,1953,5,15,142,91,184
4,1953,5,16,173,128,258
4,1953,5,17,144,88,204
4,1953,5,18,152,63,209
4,1953,5,19,183,123,277
4,1953,5,20,140,95,191
4,1953,5,21,158,91,210
4,1953,5,22,165,128,221
4,1953,5,23,187,113,248
4,1953,5,24,175,130,232
4,1953,5,25,174,110,240
4,1953,5,26,145,98,217
4,1953,5,27,123,96,158
4,1953,5,28,97,64,119
4,1953,5,29,98,64,120
4,1953,5,30,95,71,126
4,1953,5,31,98,66,150
4,1953,6,1,86,62,118
4,1953,6,2,82,63,118
4,1953,6,3,98,63,133
4,1953,6,4,102,38,146
4,1953,6,5,99,58,144
4,1953,6,6,92,46,125
4,1953,6,7,118,57,163
4,1953,6,8,180,122,237
4,1953,6,9,158,130,196
4,1953,6,10,147,132,172
4,1953,6,11,137,110,160
4,1953,6,12,156,93,211
4,1953,6,13,163,131,209
4,1953,6,14,164,121,206
4,1953,6,15,154,121,190
4,1953,6,16,146,99,198
4,1953,6,17,139,88,191
4,1953,6,18,137,90,187
4,1953,6,19,155,110,196
4,1953,6,20,185,140,236
4,1953,6,21,213,132,278
4,1953,6,22,202,159,281
4,1953,6,23,191,160,225
4,1953,6,24,185,158,255
4,1953,6,25,183,148,209
4,1953,6,26,200,171,238
4,1953,6,27,207,174,246
4,1953,6,28,196,150,246
4,1953,6,29,202,128,258
4,1953,6,30,213,138,275
4,1953,7,1,212,168,270
4,1953,7,2,197,160,236
4,1953,7,3,194,163,231
4,1953,7,4,183,137,225
4,1953,7,5,161,124,194
4,1953,7,6,162,114,196
4,1953,7,7,175,156,208
4,1953,7,8,158,121,187
4,1953,7,9,136,104,176
4,1953,7,10,136,91,173
4,1953,7,11,147,110,184
4,1953,7,12,163,113,214
4,1953,7,13,150,131,183
4,1953,7,14,152,130,184
4,1953,7,15,148,125,178
4,1953,7,16,167,109,210
4,1953,7,17,181,148,227
4,1953,7,18,167,117,219
4,1953,7,19,149,107,189
4,1953,7,20,152,107,188
4,1953,7,21,205,132,265
4,1953,7,22,179,147,210
4,1953,7,23,161,112,206
4,1953,7,24,158,104,208
4,1953,7,25,198,113,270
4,1953,7,26,174,138,204
4,1953,7,27,147,119,188
4,1953,7,28,149,103,194
4,1953,7,29,149,87,205
4,1953,7,30,142,111,186
4,1953,7,31,134,83,174
4,1953,8,1,143,92,190
4,1953,8,2,137,88,178
4,1953,8,3,134,79,186
4,1953,8,4,158,75,206
4,1953,8,5,157,134,174
4,1953,8,6,149,119,188
4,1953,8,7,150,118,186
4,1953,8,8,146,96,198
4,1953,8,9,159,64,245
4,1953,8,10,180,122,262
4,1953,8,11,162,79,228
4,1953,8,12,220,132,313
4,1953,8,13,220,151,315
4,1953,8,14,189,123,249
4,1953,8,15,195,149,267
4,1953,8,16,162,102,192
4,1953,8,17,153,80,217
4,1953,8,18,154,98,221
4,1953,8,19,147,72,209
4,1953,8,20,154,123,187
4,1953,8,21,147,110,169
4,1953,8,22,128,100,160
4,1953,8,23,151,117,187
4,1953,8,24,164,136,186
4,1953,8,25,144,122,173
4,1953,8,26,136,104,175
4,1953,8,27,134,89,182
4,1953,8,28,143,82,193
4,1953,8,29,136,117,161
4,1953,8,30,170,133,184
4,1953,8,31,153,130,186
4,1953,9,1,164,125,220
4,1953,9,2,173,130,236
4,1953,9,3,141,123,167
4,1953,9,4,133,93,155
4,1953,9,5,121,75,177
4,1953,9,6,122,56,178
4,1953,9,7,146,83,214
4,1953,9,8,142,62,222
4,1953,9,9,143,112,180
4,1953,9,10,126,97,163
4,1953,9,11,122,78,156
4,1953,9,12,132,110,158
4,1953,9,13,123,83,159
4,1953,9,14,113,39,168
4,1953,9,15,125,63,183
4,1953,9,16,136,74,195
4,1953,9,17,147,110,191
4,1953,9,18,138,96,182
4,1953,9,19,137,89,199
4,1953,9,20,130,99,176
4,1953,9,21,132,99,158
4,1953,9,22,119,105,136
4,1953,9,23,133,101,166
4,1953,9,24,128,97,168
4,1953,9,25,119,70,175
4,1953,9,26,109,71,173
4,1953,9,27,146,71,203
4,1953,9,28,144,104,174
4,1953,9,29,110,52,157
4,1953,9,30,141,102,165
4,1953,10,1,159,141,184
4,1953,10,2,149,138,169
4,1953,10,3,140,121,180
4,1953,10,4,118,92,150
4,1953,10,5,110,101,130
4,1953,10,6,109,82,132
4,1953,10,7,109,70,139
4,1953,10,8,109,68,143
4,1953,10,9,115,94,138
4,1953,10,10,95,50,157
4,1953,10,11,91,23,163
4,1953,10,12,94,24,171
4,1953,10,13,134,67,201
4,1953,10,14,147,122,171
4,1953,10,15,131,123,144
4,1953,10,16,125,110,141
4,1953,10,17,112,89,129
4,1953,10,18,95,48,153
4,1953,10,19,107,51,144
4,1953,10,20,131,124,140
4,1953,10,21,127,106,146
4,1953,10,22,61,33,106
4,1953,10,23,117,70,158
4,1953,10,24,112,71,152
4,1953,10,25,110,63,182
4,1953,10,26,96,47,144
4,1953,10,27,106,64,149
4,1953,10,28,115,92,148
4,1953,10,29,96,55,139
4,1953,10,30,73,44,98
4,1953,10,31,80,50,119
4,1953,11,1,101,62,139
4,1953,11,2,80,40,108
4,1953,11,3,53,11,104
4,1953,11,4,45,4,79
4,1953,11,5,38,-4,70
4,1953,11,6,58,8,109
4,1953,11,7,66,8,100
4,1953,11,8,101,87,127
4,1953,11,9,90,77,98
4,1953,11,10,70,34,109
4,1953,11,11,71,45,90
4,1953,11,12,96,74,113
4,1953,11,13,95,45,121
4,1953,11,14,102,71,112
4,1953,11,15,109,93,118
4,1953,11,16,87,50,100
4,1953,11,17,62,32,79
4,1953,11,18,41,21,68
4,1953,11,19,86,61,114
4,1953,11,20,98,83,119
4,1953,11,21,86,76,97
4,1953,11,22,75,63,83
4,1953,11,23,32,-16,63
4,1953,11,24,1,-28,37
4,1953,11,25,0,-25,30
4,1953,11,26,34,8,60
4,1953,11,27,61,30,88
4,1953,11,28,83,49,110
4,1953,11,29,102,93,115
4,1953,11,30,101,76,118
4,1953,12,1,71,52,102
4,1953,12,2,94,75,124
4,1953,12,3,94,63,118
4,1953,12,4,104,90,134
4,1953,12,5,84,61,95
4,1953,12,6,65,46,80
4,1953,12,7,45,33,63
4,1953,12,8,36,16,53
4,1953,12,9,56,9,78
4,1953,12,10,75,62,87
4,1953,12,11,44,15,64
4,1953,12,12,45,31,60
4,1953,12,13,32,9,59
4,1953,12,14,25,2,48
4,1953,12,15,74,43,94
4,1953,12,16,79,63,92
4,1953,12,17,37,10,63
4,1953,12,18,9,-4,25
4,1953,12,19,25,11,40
4,1953,12,20,25,-2,30
4,1953,12,21,-3,-22,10
4,1953,12,22,23,-2,44
4,1953,12,23,57,34,89
4,1953,12,24,52,14,69
4,1953,12,25,25,0,51
4,1953,12,26,17,-26,54
4,1953,12,27,60,32,81
4,1953,12,28,46,22,71
4,1953,12,29,26,-10,65
4,1953,12,30,-14,-49,14
4,1953,12,31,-22,-37,-6
4,1954,1,1,-3,-31,14
4,1954,1,2,-22,-78,34
4,1954,1,3,25,1,59
4,1954,1,4,8,-4,23
4,1954,1,5,-13,-49,14
4,1954,1,6,-67,-85,-49
4,1954,1,7,-26,-59,0
4,1954,1,8,-9,-40,24
4,1954,1,9,24,2,47
4,1954,1,10,29,12,46
4,1954,1,11,53,36,66
4,1954,1,12,60,40,76
4,1954,1,13,46,34,57
4,1954,1,14,38,16,50
4,1954,1,15,71,38,113
4,1954,1,16,63,46,72
4,1954,1,17,42,10,63
4,1954,1,18,37,5,77
4,1954,1,19,46,33,90
4,1954,1,20,68,44,90
4,1954,1,21,32,5,67
4,1954,1,22,6,-1,13
4,1954,1,23,-24,-51,2
4,1954,1,24,-43,-70,-1
4,1954,1,25,-50,-78,-8
4,1954,1,26,-82,-114,-54
4,1954,1,27,-80,-115,-40
4,1954,1,28,-84,-115,-48
4,1954,1,29,-56,-87,-23
4,1954,1,30,-60,-86,-32
4,1954,1,31,-84,-107,-51
4,1954,2,1,-109,-143,-81
4,1954,2,2,-86,-129,-46
4,1954,2,3,-52,-104,-3
4,1954,2,4,-69,-104,-33
4,1954,2,5,-65,-102,-11
4,1954,2,6,-59,-96,-7
4,1954,2,7,-53,-113,-7
4,1954,2,8,-37,-54,-12
4,1954,2,9,-49,-86,-29
4,1954,2,10,-50,-72,-30
4,1954,2,11,-20,-30,-11
4,1954,2,12,-29,-36,-8
4,1954,2,13,34,-8,56
4,1954,2,14,20,-4,41
4,1954,2,15,4,-6,14
4,1954,2,16,-14,-42,1
4,1954,2,17,-32,-72,-6
4,1954,2,18,-7,-34,13
4,1954,2,19,-22,-30,-6
4,1954,2,20,-35,-56,-14
4,1954,2,21,-50,-92,-6
4,1954,2,22,0,-64,33
4,1954,2,23,39,21,60
4,1954,2,24,25,-5,57
4,1954,2,25,42,-5,72
4,1954,2,26,28,2,61
4,1954,2,27,21,4,46
4,1954,2,28,5,-15,39
4,1954,3,1,-4,-22,14
4,1954,3,2,-6,-24,8
4,1954,3,3,31,-4,57
4,1954,3,4,40,6,61
4,1954,3,5,21,-2,37
4,1954,3,6,41,21,64
4,1954,3,7,57,37,74
4,1954,3,8,64,56,73
4,1954,3,9,70,37,117
4,1954,3,10,73,12,141
4,1954,3,11,57,4,123
4,1954,3,12,8,-6,28
4,1954,3,13,6,-7,21
4,1954,3,14,7,-2,21
4,1954,3,15,1,-10,17
4,1954,3,16,24,-18,69
4,1954,3,17,30,-5,51
4,1954,3,18,5,-12,28
4,1954,3,19,12,-11,35
4,1954,3,20,65,24,118
4,1954,3,21,88,56,131
4,1954,3,22,108,62,169
4,1954,3,23,113,72,181
4,1954,3,24,68,37,119
4,1954,3,25,41,16,65
4,1954,3,26,57,39,69
4,1954,3,27,57,25,105
4,1954,3,28,68,22,112
4,1954,3,29,76,57,108
4,1954,3,30,77,33,123
4,1954,3,31,60,12,109
4,1954,4,1,52,32,77
4,1954,4,2,69,16,106
4,1954,4,3,93,74,110
4,1954,4,4,76,18,103
4,1954,4,5,51,-2,101
4,1954,4,6,35,-29,91
4,1954,4,7,40,-14,86
4,1954,4,8,40,-34,100
4,1954,4,9,50,-3,108
4,1954,4,10,36,-15,86
4,1954,4,11,52,-17,121
4,1954,4,12,53,-2,100
4,1954,4,13,60,7,99
4,1954,4,14,73,15,102
4,1954,4,15,65,36,87
4,1954,4,16,52,24,100
4,1954,4,17,49,-2,91
4,1954,4,18,41,-21,80
4,1954,4,19,52,31,83
4,1954,4,20,59,25,101
4,1954,4,21,74,34,110
4,1954,4,22,76,15,133
4,1954,4,23,79,12,164
4,1954,4,24,58,-10,114
4,1954,4,25,69,24,126
4,1954,4,26,67,24,121
4,1954,4,27,56,-5,113
4,1954,4,28,63,-1,121
4,1954,4,29,76,22,122
4,1954,4,30,79,-11,145
4,1954,5,1,110,31,182
4,1954,5,2,90,38,147
4,1954,5,3,84,30,143
4,1954,5,4,80,27,124
4,1954,5,5,80,41,128
4,1954,5,6,87,34,126
4,1954,5,7,77,14,130
4,1954,5,8,75,-9,135
4,1954,5,9,140,50,217
4,1954,5,10,175,107,253
4,1954,5,11,176,104,255
4,1954,5,12,168,89,239
4,1954,5,13,154,90,221
4,1954,5,14,122,50,176
4,1954,5,15,100,30,150
4,1954,5,16,93,80,115
4,1954,5,17,94,78,127
4,1954,5,18,90,75,119
4,1954,5,19,82,73,101
4,1954,5,20,83,68,107
4,1954,5,21,74,62,94
4,1954,5,22,86,66,125
4,1954,5,23,104,55,155
4,1954,5,24,127,68,177
4,1954,5,25,160,75,217
4,1954,5,26,195,116,262
4,1954,5,27,203,133,273
4,1954,5,28,196,122,255
4,1954,5,29,155,106,228
4,1954,5,30,147,102,223
4,1954,5,31,118,94,136
4,1954,6,1,142,66,196
4,1954,6,2,151,128,188
4,1954,6,3,161,113,208
4,1954,6,4,170,109,222
4,1954,6,5,168,84,237
4,1954,6,6,140,102,178
4,1954,6,7,136,75,189
4,1954,6,8,169,102,226
4,1954,6,9,152,123,183
4,1954,6,10,143,108,180
4,1954,6,11,133,93,183
4,1954,6,12,136,102,172
4,1954,6,13,137,112,190
4,1954,6,14,110,64,128
4,1954,6,15,124,43,179
4,1954,6,16,145,81,187
4,1954,6,17,159,114,201
4,1954,6,18,170,129,211
4,1954,6,19,202,136,281
4,1954,6,20,200,167,243
4,1954,6,21,155,122,189
4,1954,6,22,145,86,182
4,1954,6,23,130,70,185
4,1954,6,24,149,91,199
4,1954,6,25,143,112,170
4,1954,6,26,149,114,178
4,1954,6,27,113,84,142
4,1954,6,28,115,100,130
4,1954,6,29,122,98,153
4,1954,6,30,119,82,155
4,1954,7,1,132,61,188
4,1954,7,2,146,119,186
4,1954,7,3,131,76,169
4,1954,7,4,132,102,175
4,1954,7,5,125,80,173
4,1954,7,6,113,81,149
4,1954,7,7,118,70,166
4,1954,7,8,137,74,199
4,1954,7,9,150,88,204
4,1954,7,10,148,59,193
4,1954,7,11,157,126,194
4,1954,7,12,150,142,159
4,1954,7,13,136,90,153
4,1954,7,14,134,75,165
4,1954,7,15,135,114,164
4,1954,7,16,137,101,173
4,1954,7,17,140,123,159
4,1954,7,18,142,119,174
4,1954,7,19,136,105,155
4,1954,7,20,145,63,198
4,1954,7,21,150,105,196
4,1954,7,22,131,92,169
4,1954,7,23,145,108,188
4,1954,7,24,155,130,167
4,1954,7,25,163,154,183
4,1954,7,26,169,148,206
4,1954,7,27,152,104,180
4,1954,7,28,126,101,166
4,1954,7,29,142,116,178
4,1954,7,30,140,120,162
4,1954,7,31,136,94,172
4,1954,8,1,151,94,189
4,1954,8,2,174,132,217
4,1954,8,3,182,130,241
4,1954,8,4,166,130,203
4,1954,8,5,178,91,239
4,1954,8,6,190,143,247
4,1954,8,7,156,133,196
4,1954,8,8,144,107,180
4,1954,8,9,155,96,201
4,1954,8,10,145,119,171
4,1954,8,11,142,125,171
4,1954,8,12,141,110,168
4,1954,8,13,165,140,202
4,1954,8,14,154,101,203
4,1954,8,15,137,95,171
4,1954,8,16,130,71,180
4,1954,8,17,152,114,197
4,1954,8,18,152,111,183
4,1954,8,19,138,111,161
4,1954,8,20,147,124,179
4,1954,8,21,136,112,157
4,1954,8,22,145,131,165
4,1954,8,23,141,132,158
4,1954,8,24,130,111,145
4,1954,8,25,153,97,197
4,1954,8,26,164,113,220
4,1954,8,27,150,97,224
4,1954,8,28,148,89,217
4,1954,8,29,142,78,186
4,1954,8,30,156,116,181
4,1954,8,31,158,106,200
4,1954,9,1,194,116,273
